measurement_id,motor_id,timestamp,temperature,courant,vibration,acceleration,thdi,thdu,vitesse,cosphi,Alert_Status,alert_parameter,alert_code
15523,3,2025-04-30 11:00:00,27.6951,116.864,0.616794,0.232783,0.0,0.0,1493.03,0.85,NORMAL,,
15543,3,2025-04-30 11:15:00,33.8156,109.319,0.912086,0.415835,0.0,0.0,1490.0,0.85,NORMAL,,
15563,3,2025-04-30 11:30:00,30.3342,120.925,0.583758,0.318427,0.0,0.0,1490.01,0.85,NORMAL,,
15583,3,2025-04-30 11:45:00,34.3225,119.526,0.571569,0.345552,0.0,0.0,1486.21,0.85,NORMAL,,
15603,3,2025-04-30 12:00:00,37.617,115.612,0.701768,0.386656,0.0,0.0,1498.56,0.85,NORMAL,,
15623,3,2025-04-30 12:15:00,30.2982,101.819,0.707807,0.199392,0.0,0.0,1500.24,0.85,NORMAL,,
15643,3,2025-04-30 12:30:00,32.8515,112.591,0.948228,0.296108,0.0,0.0,1490.61,0.85,NORMAL,,
15663,3,2025-04-30 12:45:00,31.9876,111.412,0.997484,0.304339,0.0,0.0,1491.4,0.85,NORMAL,,
15683,3,2025-04-30 13:00:00,33.6672,115.826,0.766087,0.249514,0.0,0.0,1492.99,0.85,NORMAL,,
15703,3,2025-04-30 13:15:00,37.4589,108.434,0.24565,0.268342,0.0,0.0,1495.02,0.85,NORMAL,,
15723,3,2025-04-30 13:30:00,30.3256,108.984,0.720607,0.378852,0.0,0.0,1492.64,0.85,NORMAL,,
15743,3,2025-04-30 13:45:00,33.7355,116.518,0.487929,0.255738,0.0,0.0,1499.86,0.85,NORMAL,,
15763,3,2025-04-30 14:00:00,36.216,115.852,0.882372,0.268366,0.0,0.0,1495.14,0.85,NORMAL,,
15783,3,2025-04-30 14:15:00,28.9908,117.067,0.736645,0.231708,0.0,0.0,1497.45,0.85,NORMAL,,
15803,3,2025-04-30 14:30:00,37.2428,111.962,0.741372,0.317162,0.0,0.0,1490.94,0.85,NORMAL,,
15823,3,2025-04-30 14:45:00,34.1139,108.719,0.840733,0.40199,0.0,0.0,1493.02,0.85,NORMAL,,
15843,3,2025-04-30 15:00:00,38.9227,112.447,0.819996,0.529011,0.0,0.0,1496.17,0.85,ALERT,acceleration,ALERT_3_ACCELERATION
15863,3,2025-04-30 15:15:00,39.438,110.636,0.523818,0.128787,0.0,0.0,1494.45,0.85,NORMAL,,
15883,3,2025-04-30 15:30:00,36.0404,105.68,0.759783,0.239663,0.0,0.0,1499.02,0.85,NORMAL,,
15903,3,2025-04-30 15:45:00,46.8319,116.047,0.682139,0.0984901,0.0,0.0,1498.34,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
15923,3,2025-04-30 16:00:00,35.9839,117.299,1.13877,0.362591,0.0,0.0,1502.62,0.85,ALERT,vibration,ALERT_3_VIBRATION
15943,3,2025-04-30 16:15:00,30.3941,111.144,0.60318,0.251563,0.0,0.0,1493.54,0.85,NORMAL,,
15963,3,2025-04-30 16:30:00,32.8393,111.531,0.856544,0.137594,0.0,0.0,1501.21,0.85,NORMAL,,
15983,3,2025-04-30 16:45:00,39.2739,111.583,0.623816,0.190235,0.0,0.0,1496.89,0.85,NORMAL,,
16003,3,2025-05-01 07:00:00,34.1059,108.26,0.967506,0.362378,0.0,0.0,1497.11,0.85,NORMAL,,
16023,3,2025-05-01 07:15:00,47.7176,120.314,0.895695,0.228002,0.0,0.0,1496.06,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
16043,3,2025-05-01 07:30:00,34.3776,105.061,0.777085,0.271988,0.0,0.0,1501.77,0.85,NORMAL,,
16063,3,2025-05-01 07:45:00,43.8459,114.731,0.925069,0.427348,0.0,0.0,1495.81,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
16083,3,2025-05-01 08:00:00,28.6255,116.876,0.911651,0.338901,0.0,0.0,1497.21,0.85,NORMAL,,
16103,3,2025-05-01 08:15:00,38.349,113.832,1.14224,0.289347,0.0,0.0,1494.95,0.85,ALERT,vibration,ALERT_3_VIBRATION
16123,3,2025-05-01 08:30:00,38.3819,116.118,0.424594,0.257573,0.0,0.0,1502.15,0.85,NORMAL,,
16143,3,2025-05-01 08:45:00,41.3944,117.956,0.791821,0.564787,0.0,0.0,1495.87,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
16163,3,2025-05-01 09:00:00,32.455,111.939,0.713903,0.316012,0.0,0.0,1495.89,0.85,NORMAL,,
16183,3,2025-05-01 09:15:00,37.0145,115.09,0.854834,0.184579,0.0,0.0,1494.81,0.85,NORMAL,,
16203,3,2025-05-01 09:30:00,29.8678,122.478,0.980336,0.184409,0.0,0.0,1492.75,0.85,NORMAL,,
16223,3,2025-05-01 09:45:00,36.4364,122.919,0.567591,0.403467,0.0,0.0,1494.39,0.85,NORMAL,,
16243,3,2025-05-01 10:00:00,30.0651,108.056,0.843677,0.483707,0.0,0.0,1496.98,0.85,NORMAL,,
16263,3,2025-05-01 10:15:00,35.367,119.857,0.529584,0.289682,0.0,0.0,1493.64,0.85,NORMAL,,
16283,3,2025-05-01 10:30:00,33.3553,109.699,0.624919,0.307472,0.0,0.0,1495.07,0.85,NORMAL,,
16303,3,2025-05-01 10:45:00,34.8713,112.491,0.578673,0.133938,0.0,0.0,1495.38,0.85,NORMAL,,
16323,3,2025-05-01 11:00:00,40.3696,106.944,1.09375,0.223223,0.0,0.0,1494.68,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
16343,3,2025-05-01 11:15:00,35.1518,110.071,0.406043,0.390098,0.0,0.0,1492.31,0.85,NORMAL,,
16363,3,2025-05-01 11:30:00,27.6863,104.755,1.15817,0.31189,0.0,0.0,1493.75,0.85,ALERT,vibration,ALERT_3_VIBRATION
16383,3,2025-05-01 11:45:00,50.6813,110.95,0.746148,0.167015,0.0,0.0,1493.71,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
16403,3,2025-05-01 12:00:00,30.9033,104.429,0.778444,0.233911,0.0,0.0,1495.58,0.85,NORMAL,,
16423,3,2025-05-01 12:15:00,35.2621,104.393,0.627984,0.247884,0.0,0.0,1497.28,0.85,NORMAL,,
16443,3,2025-05-01 12:30:00,36.2407,120.583,0.424556,0.246127,0.0,0.0,1492.61,0.85,NORMAL,,
16463,3,2025-05-01 12:45:00,34.5119,108.48,1.11928,0.412737,0.0,0.0,1493.42,0.85,ALERT,vibration,ALERT_3_VIBRATION
16483,3,2025-05-01 13:00:00,35.1764,108.244,0.774363,0.24676,0.0,0.0,1488.84,0.85,NORMAL,,
16503,3,2025-05-01 13:15:00,34.116,119.351,0.553813,0.272889,0.0,0.0,1497.53,0.85,NORMAL,,
16523,3,2025-05-01 13:30:00,26.3624,121.587,0.639522,0.396633,0.0,0.0,1495.36,0.85,NORMAL,,
16543,3,2025-05-01 13:45:00,47.4158,116.91,0.652832,0.236352,0.0,0.0,1495.45,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
16563,3,2025-05-01 14:00:00,28.8574,117.818,0.71611,0.337493,0.0,0.0,1488.05,0.85,NORMAL,,
16583,3,2025-05-01 14:15:00,39.9324,116.144,0.473039,0.261583,0.0,0.0,1490.57,0.85,NORMAL,,
16603,3,2025-05-01 14:30:00,29.3146,114.014,1.18916,0.406592,0.0,0.0,1495.69,0.85,ALERT,vibration,ALERT_3_VIBRATION
16623,3,2025-05-01 14:45:00,36.1758,118.726,0.631568,0.214133,0.0,0.0,1491.24,0.85,NORMAL,,
16643,3,2025-05-01 15:00:00,30.3921,112.862,0.466828,0.201344,0.0,0.0,1493.86,0.85,NORMAL,,
16663,3,2025-05-01 15:15:00,35.5287,116.647,0.773932,0.230448,0.0,0.0,1495.07,0.85,NORMAL,,
16683,3,2025-05-01 15:30:00,31.9764,106.001,0.717315,0.250013,0.0,0.0,1497.92,0.85,NORMAL,,
16703,3,2025-05-01 15:45:00,32.3109,108.785,0.429361,0.294257,0.0,0.0,1497.12,0.85,NORMAL,,
16723,3,2025-05-01 16:00:00,35.2324,111.919,0.709431,0.540731,0.0,0.0,1496.83,0.85,ALERT,acceleration,ALERT_3_ACCELERATION
16743,3,2025-05-01 16:15:00,36.9951,109.621,0.415281,0.241209,0.0,0.0,1501.36,0.85,NORMAL,,
16763,3,2025-05-01 16:30:00,37.8291,111.824,0.606883,0.260515,0.0,0.0,1500.96,0.85,NORMAL,,
16783,3,2025-05-01 16:45:00,34.9668,108.529,0.550895,0.163591,0.0,0.0,1499.27,0.85,NORMAL,,
16803,3,2025-05-02 07:00:00,37.8692,115.564,0.52253,0.374643,0.0,0.0,1494.86,0.85,NORMAL,,
16823,3,2025-05-02 07:15:00,38.8568,122.957,0.744635,0.187601,0.0,0.0,1492.07,0.85,NORMAL,,
16843,3,2025-05-02 07:30:00,38.7309,112.234,0.136104,0.293816,0.0,0.0,1494.28,0.85,NORMAL,,
16863,3,2025-05-02 07:45:00,20.65,110.706,0.781728,0.195591,0.0,0.0,1494.06,0.85,NORMAL,,
16883,3,2025-05-02 08:00:00,39.034,118.282,0.407085,0.32285,0.0,0.0,1492.78,0.85,NORMAL,,
16903,3,2025-05-02 08:15:00,27.4667,113.29,0.864029,0.301895,0.0,0.0,1491.47,0.85,NORMAL,,
16923,3,2025-05-02 08:30:00,36.5705,113.828,0.502734,0.350144,0.0,0.0,1500.11,0.85,NORMAL,,
16943,3,2025-05-02 08:45:00,29.2957,119.666,0.80548,0.409023,0.0,0.0,1495.0,0.85,NORMAL,,
16963,3,2025-05-02 09:00:00,40.5773,114.601,0.680965,0.268921,0.0,0.0,1510.31,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
16983,3,2025-05-02 09:15:00,30.8221,105.107,0.697998,0.3089,0.0,0.0,1495.04,0.85,NORMAL,,
17003,3,2025-05-02 09:30:00,32.0036,115.743,0.920157,0.275439,0.0,0.0,1490.15,0.85,NORMAL,,
17023,3,2025-05-02 09:45:00,26.9842,118.765,0.860961,0.154825,0.0,0.0,1489.18,0.85,NORMAL,,
17043,3,2025-05-02 10:00:00,37.95,105.953,0.701455,0.361501,0.0,0.0,1488.28,0.85,NORMAL,,
17063,3,2025-05-02 10:15:00,33.088,115.518,0.463192,0.290232,0.0,0.0,1496.17,0.85,NORMAL,,
17083,3,2025-05-02 10:30:00,39.0274,112.743,0.762934,0.350986,0.0,0.0,1496.86,0.85,NORMAL,,
17103,3,2025-05-02 10:45:00,33.7723,114.571,0.748654,0.139527,0.0,0.0,1502.31,0.85,NORMAL,,
17123,3,2025-05-02 11:00:00,41.0199,119.899,0.301623,0.231342,0.0,0.0,1491.07,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
17143,3,2025-05-02 11:15:00,28.0914,118.969,0.683059,0.235421,0.0,0.0,1492.57,0.85,NORMAL,,
17163,3,2025-05-02 11:30:00,33.0328,103.335,0.782509,0.388669,0.0,0.0,1494.21,0.85,NORMAL,,
17183,3,2025-05-02 11:45:00,35.9656,116.537,0.663719,0.295894,0.0,0.0,1496.87,0.85,NORMAL,,
17203,3,2025-05-02 12:00:00,34.0692,117.667,0.871868,0.417516,0.0,0.0,1497.64,0.85,NORMAL,,
17223,3,2025-05-02 12:15:00,32.1304,110.606,0.6876,0.328905,0.0,0.0,1496.08,0.85,NORMAL,,
17243,3,2025-05-02 12:30:00,39.757,114.098,0.941953,0.339794,0.0,0.0,1498.14,0.85,NORMAL,,
17263,3,2025-05-02 12:45:00,42.7344,115.918,0.518714,0.326099,0.0,0.0,1498.31,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
17283,3,2025-05-02 13:00:00,33.4471,104.261,0.713218,0.289567,0.0,0.0,1497.73,0.85,NORMAL,,
17303,3,2025-05-02 13:15:00,40.395,115.583,0.655516,0.328916,0.0,0.0,1494.26,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
17323,3,2025-05-02 13:30:00,35.4209,113.009,0.554661,0.19911,0.0,0.0,1500.09,0.85,NORMAL,,
17343,3,2025-05-02 13:45:00,36.7027,112.572,0.53172,0.358729,0.0,0.0,1490.25,0.85,NORMAL,,
17363,3,2025-05-02 14:00:00,26.5754,119.987,0.792199,0.331275,0.0,0.0,1495.43,0.85,NORMAL,,
17383,3,2025-05-02 14:15:00,32.3748,107.816,0.51557,0.346127,0.0,0.0,1494.46,0.85,NORMAL,,
17403,3,2025-05-02 14:30:00,29.3685,114.461,0.827709,0.123004,0.0,0.0,1494.8,0.85,NORMAL,,
17423,3,2025-05-02 14:45:00,33.288,111.098,0.735803,0.255055,0.0,0.0,1503.08,0.85,NORMAL,,
17443,3,2025-05-02 15:00:00,38.4242,107.052,0.6614,0.227199,0.0,0.0,1495.18,0.85,NORMAL,,
17463,3,2025-05-02 15:15:00,41.5247,110.062,0.719703,0.197823,0.0,0.0,1492.99,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
17483,3,2025-05-02 15:30:00,37.7004,110.136,0.570361,0.249598,0.0,0.0,1497.56,0.85,NORMAL,,
17503,3,2025-05-02 15:45:00,42.2652,119.312,0.62384,0.338454,0.0,0.0,1493.65,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
17523,3,2025-05-02 16:00:00,30.8708,107.837,0.746512,0.385307,0.0,0.0,1485.21,0.85,NORMAL,,
17543,3,2025-05-02 16:15:00,38.5294,106.279,0.578471,0.270271,0.0,0.0,1493.74,0.85,NORMAL,,
17563,3,2025-05-02 16:30:00,41.9454,115.31,0.915536,0.203703,0.0,0.0,1484.78,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
17583,3,2025-05-02 16:45:00,37.3292,110.997,0.720461,0.362303,0.0,0.0,1496.32,0.85,NORMAL,,
17603,3,2025-05-03 07:00:00,31.2174,116.25,0.854874,0.322768,0.0,0.0,1493.8,0.85,NORMAL,,
17623,3,2025-05-03 07:15:00,33.9643,109.549,0.578088,0.221342,0.0,0.0,1495.96,0.85,NORMAL,,
17643,3,2025-05-03 07:30:00,35.4288,112.397,0.789095,0.309844,0.0,0.0,1500.57,0.85,NORMAL,,
17663,3,2025-05-03 07:45:00,37.2362,109.89,0.615761,0.365673,0.0,0.0,1487.91,0.85,NORMAL,,
17683,3,2025-05-03 08:00:00,39.6071,120.496,0.521197,0.243147,0.0,0.0,1500.21,0.85,NORMAL,,
17703,3,2025-05-03 08:15:00,29.3139,121.204,0.553597,0.299198,0.0,0.0,1493.68,0.85,NORMAL,,
17723,3,2025-05-03 08:30:00,37.6589,109.577,0.523581,0.35608,0.0,0.0,1495.51,0.85,NORMAL,,
17743,3,2025-05-03 08:45:00,40.2701,112.589,0.20814,0.277129,0.0,0.0,1489.6,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
17763,3,2025-05-03 09:00:00,36.7135,103.44,0.782794,0.413047,0.0,0.0,1498.86,0.85,NORMAL,,
17783,3,2025-05-03 09:15:00,34.1717,121.415,0.937223,0.416204,0.0,0.0,1490.98,0.85,NORMAL,,
17803,3,2025-05-03 09:30:00,36.3235,116.276,0.729689,0.332373,0.0,0.0,1493.68,0.85,NORMAL,,
17823,3,2025-05-03 09:45:00,35.1984,109.199,0.475672,0.270006,0.0,0.0,1483.37,0.85,NORMAL,,
17843,3,2025-05-03 10:00:00,30.9162,108.619,0.521216,0.326112,0.0,0.0,1498.01,0.85,NORMAL,,
17863,3,2025-05-03 10:15:00,45.7466,106.987,0.539392,0.561966,0.0,0.0,1489.19,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
17883,3,2025-05-03 10:30:00,31.6126,114.759,0.408749,0.159327,0.0,0.0,1499.13,0.85,NORMAL,,
17903,3,2025-05-03 10:45:00,37.7073,115.63,0.675109,0.347028,0.0,0.0,1494.42,0.85,NORMAL,,
17923,3,2025-05-03 11:00:00,33.7028,114.489,0.479519,0.23145,0.0,0.0,1496.75,0.85,NORMAL,,
17943,3,2025-05-03 11:15:00,37.6092,123.214,0.62994,0.308963,0.0,0.0,1498.04,0.85,NORMAL,,
17963,3,2025-05-03 11:30:00,36.2462,115.208,0.936906,0.328316,0.0,0.0,1499.58,0.85,NORMAL,,
17983,3,2025-05-03 11:45:00,37.3899,105.154,0.725529,0.25594,0.0,0.0,1500.8,0.85,NORMAL,,
18003,3,2025-05-03 12:00:00,32.9098,105.887,0.713052,0.253882,0.0,0.0,1495.58,0.85,NORMAL,,
18023,3,2025-05-03 12:15:00,29.4338,111.512,0.65743,0.227585,0.0,0.0,1486.76,0.85,NORMAL,,
18043,3,2025-05-03 12:30:00,43.557,117.709,0.633308,0.272153,0.0,0.0,1506.6,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
18063,3,2025-05-03 12:45:00,31.3927,108.482,0.568234,0.273367,0.0,0.0,1499.97,0.85,NORMAL,,
18083,3,2025-05-03 13:00:00,35.832,119.77,0.828294,0.253286,0.0,0.0,1490.47,0.85,NORMAL,,
18103,3,2025-05-03 13:15:00,40.7147,111.434,0.697381,0.323275,0.0,0.0,1485.05,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
18123,3,2025-05-03 13:30:00,39.9197,109.259,0.682094,0.373502,0.0,0.0,1495.01,0.85,NORMAL,,
18143,3,2025-05-03 13:45:00,32.7738,115.571,0.867341,0.0696326,0.0,0.0,1488.87,0.85,NORMAL,,
18163,3,2025-05-03 14:00:00,23.1796,106.621,0.630287,0.396647,0.0,0.0,1496.32,0.85,NORMAL,,
18183,3,2025-05-03 14:15:00,38.9772,104.078,0.600858,0.243421,0.0,0.0,1485.73,0.85,NORMAL,,
18203,3,2025-05-03 14:30:00,32.0301,120.1,1.12068,0.399923,0.0,0.0,1502.64,0.85,ALERT,vibration,ALERT_3_VIBRATION
18223,3,2025-05-03 14:45:00,33.0873,108.797,0.527521,0.194476,0.0,0.0,1486.41,0.85,NORMAL,,
18243,3,2025-05-03 15:00:00,28.3575,119.018,0.768729,0.151921,0.0,0.0,1490.78,0.85,NORMAL,,
18263,3,2025-05-03 15:15:00,34.6393,111.037,0.591509,0.285146,0.0,0.0,1497.86,0.85,NORMAL,,
18283,3,2025-05-03 15:30:00,30.4905,114.218,0.718123,0.420079,0.0,0.0,1492.49,0.85,NORMAL,,
18303,3,2025-05-03 15:45:00,28.4547,106.758,1.15341,0.376568,0.0,0.0,1489.61,0.85,ALERT,vibration,ALERT_3_VIBRATION
18323,3,2025-05-03 16:00:00,35.0256,105.25,1.00802,0.438928,0.0,0.0,1491.2,0.85,ALERT,vibration,ALERT_3_VIBRATION
18343,3,2025-05-03 16:15:00,37.883,112.496,0.566418,0.365323,0.0,0.0,1496.01,0.85,NORMAL,,
18363,3,2025-05-03 16:30:00,34.847,114.445,0.71973,0.297625,0.0,0.0,1492.74,0.85,NORMAL,,
18383,3,2025-05-03 16:45:00,45.7771,114.639,0.762524,0.313754,0.0,0.0,1499.58,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
18403,3,2025-05-05 07:00:00,35.7056,111.26,0.893619,0.431727,0.0,0.0,1493.47,0.85,NORMAL,,
18423,3,2025-05-05 07:15:00,32.4614,106.294,0.750603,0.260243,0.0,0.0,1497.02,0.85,NORMAL,,
18443,3,2025-05-05 07:30:00,42.2837,118.153,0.601284,0.191911,0.0,0.0,1491.08,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
18463,3,2025-05-05 07:45:00,33.0173,108.253,0.55734,0.413289,0.0,0.0,1492.94,0.85,NORMAL,,
18483,3,2025-05-05 08:00:00,34.4182,108.459,0.754684,0.269294,0.0,0.0,1487.36,0.85,NORMAL,,
18503,3,2025-05-05 08:15:00,36.6696,118.201,0.909821,0.202947,0.0,0.0,1497.65,0.85,NORMAL,,
18523,3,2025-05-05 08:30:00,27.1091,108.473,0.992613,0.263044,0.0,0.0,1492.06,0.85,NORMAL,,
18543,3,2025-05-05 08:45:00,36.8056,106.128,0.73576,0.277525,0.0,0.0,1492.69,0.85,NORMAL,,
18563,3,2025-05-05 09:00:00,33.069,125.876,0.692675,0.247735,0.0,0.0,1496.35,0.85,NORMAL,,
18583,3,2025-05-05 09:15:00,34.4853,101.623,0.714722,0.221081,0.0,0.0,1491.01,0.85,NORMAL,,
18603,3,2025-05-05 09:30:00,32.1247,112.439,0.400525,0.20121,0.0,0.0,1492.37,0.85,NORMAL,,
18623,3,2025-05-05 09:45:00,30.5909,113.088,0.681285,0.254155,0.0,0.0,1498.64,0.85,NORMAL,,
18643,3,2025-05-05 10:00:00,39.2703,117.387,0.857243,-0.0084684,0.0,0.0,1502.3,0.85,ALERT,acceleration,ALERT_3_ACCELERATION
18663,3,2025-05-05 10:15:00,34.7123,111.135,0.75321,0.173775,0.0,0.0,1493.04,0.85,NORMAL,,
18683,3,2025-05-05 10:30:00,32.5632,117.139,0.697082,0.305541,0.0,0.0,1498.11,0.85,NORMAL,,
18703,3,2025-05-05 10:45:00,37.7668,112.642,0.823815,0.250564,0.0,0.0,1496.31,0.85,NORMAL,,
18723,3,2025-05-05 11:00:00,36.472,113.685,0.931298,0.260808,0.0,0.0,1491.99,0.85,NORMAL,,
18743,3,2025-05-05 11:15:00,27.3806,111.744,0.590963,0.313203,0.0,0.0,1496.86,0.85,NORMAL,,
18763,3,2025-05-05 11:30:00,37.6806,109.127,0.901566,0.161856,0.0,0.0,1497.13,0.85,NORMAL,,
18783,3,2025-05-05 11:45:00,38.2921,107.708,0.355546,0.241312,0.0,0.0,1493.43,0.85,NORMAL,,
18803,3,2025-05-05 12:00:00,32.2583,115.238,0.556948,0.316253,0.0,0.0,1496.58,0.85,NORMAL,,
18823,3,2025-05-05 12:15:00,32.6849,120.274,0.281927,0.415783,0.0,0.0,1490.31,0.85,NORMAL,,
18843,3,2025-05-05 12:30:00,25.9091,112.457,0.772116,0.230374,0.0,0.0,1495.34,0.85,NORMAL,,
18863,3,2025-05-05 12:45:00,31.9948,114.912,0.967794,0.201392,0.0,0.0,1490.36,0.85,NORMAL,,
18883,3,2025-05-05 13:00:00,29.9397,104.408,0.890815,0.140075,0.0,0.0,1500.38,0.85,NORMAL,,
18903,3,2025-05-05 13:15:00,40.7927,108.056,0.304856,0.383922,0.0,0.0,1491.61,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
18923,3,2025-05-05 13:30:00,30.1452,108.887,1.02771,0.367249,0.0,0.0,1498.23,0.85,ALERT,vibration,ALERT_3_VIBRATION
18943,3,2025-05-05 13:45:00,24.7215,112.704,0.521504,0.332696,0.0,0.0,1497.95,0.85,NORMAL,,
18963,3,2025-05-05 14:00:00,41.552,105.618,0.729596,0.283288,0.0,0.0,1498.18,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
18983,3,2025-05-05 14:15:00,39.162,115.144,0.751822,0.338561,0.0,0.0,1500.5,0.85,NORMAL,,
19003,3,2025-05-05 14:30:00,28.3965,112.164,0.915815,0.236928,0.0,0.0,1495.18,0.85,NORMAL,,
19023,3,2025-05-05 14:45:00,34.2244,101.727,0.865171,0.21429,0.0,0.0,1501.02,0.85,NORMAL,,
19043,3,2025-05-05 15:00:00,42.9488,106.581,0.989304,0.0441797,0.0,0.0,1491.06,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
19063,3,2025-05-05 15:15:00,32.2876,110.826,0.673402,0.33425,0.0,0.0,1495.81,0.85,NORMAL,,
19083,3,2025-05-05 15:30:00,37.6678,109.046,0.830948,0.332997,0.0,0.0,1493.37,0.85,NORMAL,,
19103,3,2025-05-05 15:45:00,41.7529,111.678,0.164189,0.378348,0.0,0.0,1496.85,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
19123,3,2025-05-05 16:00:00,34.8385,108.55,0.83719,0.378057,0.0,0.0,1498.72,0.85,NORMAL,,
19143,3,2025-05-05 16:15:00,38.4336,117.417,0.73096,0.427698,0.0,0.0,1499.43,0.85,NORMAL,,
19163,3,2025-05-05 16:30:00,41.0012,116.768,0.520361,0.265586,0.0,0.0,1488.61,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
19183,3,2025-05-05 16:45:00,32.6632,110.777,0.544617,0.36027,0.0,0.0,1484.59,0.85,NORMAL,,
19203,3,2025-05-06 07:00:00,36.4061,122.216,0.786014,0.365762,0.0,0.0,1489.79,0.85,NORMAL,,
19223,3,2025-05-06 07:15:00,34.6784,109.75,0.567005,0.323481,0.0,0.0,1498.16,0.85,NORMAL,,
19243,3,2025-05-06 07:30:00,39.2037,115.017,0.523143,0.20925,0.0,0.0,1494.76,0.85,NORMAL,,
19263,3,2025-05-06 07:45:00,35.8232,106.167,0.443974,0.381228,0.0,0.0,1502.3,0.85,NORMAL,,
19283,3,2025-05-06 08:00:00,34.2579,114.827,0.468204,0.219232,0.0,0.0,1483.95,0.85,NORMAL,,
19303,3,2025-05-06 08:15:00,33.1249,121.791,0.850183,0.421816,0.0,0.0,1487.29,0.85,NORMAL,,
19323,3,2025-05-06 08:30:00,27.6162,111.381,0.676744,0.331235,0.0,0.0,1495.63,0.85,NORMAL,,
19343,3,2025-05-06 08:45:00,38.6551,104.736,1.03541,0.407654,0.0,0.0,1505.52,0.85,ALERT,vibration,ALERT_3_VIBRATION
19363,3,2025-05-06 09:00:00,36.9208,106.55,0.773226,0.209007,0.0,0.0,1499.92,0.85,NORMAL,,
19383,3,2025-05-06 09:15:00,35.9556,109.412,0.990041,0.27134,0.0,0.0,1496.66,0.85,NORMAL,,
19403,3,2025-05-06 09:30:00,35.3489,113.257,0.617415,0.356843,0.0,0.0,1500.62,0.85,NORMAL,,
19423,3,2025-05-06 09:45:00,40.6467,114.634,0.66108,0.406389,0.0,0.0,1492.48,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
19443,3,2025-05-06 10:00:00,39.6596,113.337,0.917259,0.33926,0.0,0.0,1502.77,0.85,NORMAL,,
19463,3,2025-05-06 10:15:00,29.8025,107.283,0.240829,0.3254,0.0,0.0,1492.04,0.85,NORMAL,,
19483,3,2025-05-06 10:30:00,37.3412,106.588,0.858142,0.307105,0.0,0.0,1493.63,0.85,NORMAL,,
19503,3,2025-05-06 10:45:00,31.2362,104.967,0.592869,0.240806,0.0,0.0,1495.79,0.85,NORMAL,,
19523,3,2025-05-06 11:00:00,39.1421,106.672,0.840929,0.402871,0.0,0.0,1493.96,0.85,NORMAL,,
19543,3,2025-05-06 11:15:00,42.2161,117.339,0.69422,0.370198,0.0,0.0,1490.54,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
19563,3,2025-05-06 11:30:00,39.1305,116.107,0.508857,0.0750587,0.0,0.0,1491.7,0.85,NORMAL,,
19583,3,2025-05-06 11:45:00,37.7101,109.1,0.675398,0.398151,0.0,0.0,1496.94,0.85,NORMAL,,
19603,3,2025-05-06 12:00:00,36.7391,113.813,1.15612,0.494248,0.0,0.0,1489.71,0.85,ALERT,vibration,ALERT_3_VIBRATION
19623,3,2025-05-06 12:15:00,27.4929,108.17,0.467211,0.329377,0.0,0.0,1492.82,0.85,NORMAL,,
19643,3,2025-05-06 12:30:00,31.6642,117.458,0.583536,0.29457,0.0,0.0,1502.73,0.85,NORMAL,,
19663,3,2025-05-06 12:45:00,32.3426,114.129,0.552154,0.338385,0.0,0.0,1494.12,0.85,NORMAL,,
19683,3,2025-05-06 13:00:00,40.8862,108.243,0.662469,0.266725,0.0,0.0,1492.71,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
19703,3,2025-05-06 13:15:00,45.2047,109.469,0.549988,0.476707,0.0,0.0,1493.05,0.85,ALERT,temperature,ALERT_3_TEMPERATURE
19723,3,2025-05-06 13:30:00,34.7157,106.161,0.849856,0.290092,0.0,0.0,1488.57,0.85,NORMAL,,
19743,3,2025-05-06 13:45:00,37.9428,117.184,0.717227,0.303771,0.0,0.0,1499.94,0.85,NORMAL,,
19763,3,2025-05-06 14:00:00,29.0034,109.838,0.516307,0.326244,0.0,0.0,1496.1,0.85,NORMAL,,
