motor_id,timestamp,temperature,vibration,courant,score_if,score_rules,score_hybride,is_anomalie,di,niveau_risque,health_score,n_exceed,buffer_size
21,2026-02-25 02:02:36,182.62,8.1063,93.28,0.4412,1.0,0.8324,1,0.8285,CRITIQUE,35.9,3,20
1,2026-02-25 02:02:41,35.22,0.6937,56.26,0.0,0.0,0.0,0,0.001,FAIBLE,77.7,0,20
5,2026-02-25 02:02:41,75.84,0.6842,36.09,0.0903,0.8831,0.6453,1,0.531,ÉLEVÉ,61.8,2,20
18,2026-02-25 02:02:41,34.15,2.8529,24.7,0.2923,0.5936,0.5032,1,0.4532,MODÉRÉ,48.4,2,20
21,2026-02-25 02:02:41,181.63,8.0955,90.96,0.3896,1.0,0.8169,1,0.8284,CRITIQUE,35.9,3,20
1,2026-02-25 02:02:46,35.32,0.6821,60.12,0.0,0.0,0.0,0,0.0009,FAIBLE,77.9,0,20
5,2026-02-25 02:02:46,76.24,0.6711,37.22,0.099,0.9169,0.6715,1,0.5339,ÉLEVÉ,61.7,2,20
18,2026-02-25 02:02:46,35.24,2.8613,26.15,0.2932,0.5671,0.4849,1,0.4539,MODÉRÉ,48.4,2,20
21,2026-02-25 02:02:46,182.37,8.1521,87.65,0.4124,1.0,0.8237,1,0.8283,CRITIQUE,35.9,3,20
1,2026-02-25 02:02:51,34.27,0.6462,55.76,0.0,0.0,0.0,0,0.0009,FAIBLE,78.1,0,20
5,2026-02-25 02:02:51,75.57,0.6863,35.61,0.0564,0.867,0.6238,1,0.536,ÉLEVÉ,61.7,2,20
18,2026-02-25 02:02:51,34.27,2.8573,23.44,0.2993,0.5888,0.502,1,0.4547,MODÉRÉ,48.2,2,20
21,2026-02-25 02:02:51,182.91,8.1505,91.37,0.4004,1.0,0.8201,1,0.8282,CRITIQUE,36.0,3,20
1,2026-02-25 02:02:56,35.81,0.6778,55.17,0.0,0.0,0.0,0,0.0009,FAIBLE,78.3,0,20
5,2026-02-25 02:02:56,76.71,0.6506,37.39,0.1023,0.9291,0.6811,1,0.5392,ÉLEVÉ,61.7,2,20
18,2026-02-25 02:02:56,34.78,2.8716,25.58,0.304,0.5952,0.5078,1,0.4557,MODÉRÉ,48.1,2,20
21,2026-02-25 02:02:56,183.93,8.1721,93.37,0.4427,1.0,0.8328,1,0.8282,CRITIQUE,36.1,3,20
1,2026-02-25 02:03:01,35.54,0.6788,59.09,0.0,0.0,0.0,0,0.0009,FAIBLE,78.3,0,20
5,2026-02-25 02:03:01,76.28,0.6736,36.13,0.1089,0.8917,0.6569,1,0.5419,ÉLEVÉ,61.7,2,20
18,2026-02-25 02:03:01,34.91,2.9167,25.81,0.2968,0.5971,0.507,1,0.4566,MODÉRÉ,48.3,2,20
21,2026-02-25 02:03:01,183.83,8.2118,93.14,0.4439,1.0,0.8332,1,0.8283,CRITIQUE,36.1,3,20
1,2026-02-25 02:03:06,36.64,0.6948,59.1,0.0303,0.0,0.0091,0,0.001,FAIBLE,78.3,0,20
5,2026-02-25 02:03:06,75.83,0.6924,37.39,0.0714,0.9137,0.661,1,0.5447,ÉLEVÉ,61.4,2,20
18,2026-02-25 02:03:06,35.03,2.8823,25.34,0.2903,0.5879,0.4986,1,0.4574,MODÉRÉ,48.6,2,20
21,2026-02-25 02:03:06,184.36,8.2171,92.34,0.4262,1.0,0.8279,1,0.8282,CRITIQUE,36.1,3,20
1,2026-02-25 02:03:11,35.27,0.7098,59.15,0.0,0.0,0.0,0,0.001,FAIBLE,78.2,0,20
5,2026-02-25 02:03:11,76.15,0.701,36.04,0.0891,0.8873,0.6479,1,0.5473,ÉLEVÉ,61.4,2,20
18,2026-02-25 02:03:11,35.21,2.868,24.71,0.3258,0.5967,0.5154,1,0.4585,MODÉRÉ,47.4,2,20
21,2026-02-25 02:03:11,184.63,8.2882,91.93,0.4088,1.0,0.8226,1,0.8281,CRITIQUE,36.0,3,20
1,2026-02-25 02:03:16,35.11,0.687,55.59,0.0,0.0,0.0,0,0.001,FAIBLE,78.2,0,20
5,2026-02-25 02:03:16,76.5,0.689,38.42,0.0771,0.9499,0.6881,1,0.55,ÉLEVÉ,61.2,2,20
18,2026-02-25 02:03:16,34.84,2.9278,25.13,0.3038,0.5952,0.5078,1,0.4594,MODÉRÉ,48.1,2,20
21,2026-02-25 02:03:16,185.55,8.3086,96.95,0.422,1.0,0.8266,1,0.8281,CRITIQUE,36.2,3,20
1,2026-02-25 02:03:21,35.49,0.7148,54.64,0.0,0.0,0.0,0,0.001,FAIBLE,78.3,0,20
5,2026-02-25 02:03:21,76.53,0.6633,38.93,0.0777,0.9625,0.6971,1,0.5531,ÉLEVÉ,61.1,2,20
18,2026-02-25 02:03:21,34.37,2.928,24.24,0.297,0.5979,0.5076,1,0.4603,MODÉRÉ,48.4,2,20
21,2026-02-25 02:03:21,185.19,8.283,92.5,0.4016,1.0,0.8205,1,0.828,CRITIQUE,36.2,3,20
1,2026-02-25 02:03:26,35.09,0.6637,60.62,0.0,0.0,0.0,0,0.001,FAIBLE,78.6,0,20
5,2026-02-25 02:03:26,76.72,0.6987,36.98,0.0978,0.9196,0.6731,1,0.5555,ÉLEVÉ,61.0,2,20
18,2026-02-25 02:03:26,35.46,3.1592,24.59,0.2252,0.6133,0.4968,1,0.4609,MODÉRÉ,50.7,2,20
21,2026-02-25 02:03:26,185.87,8.3284,83.49,0.4319,1.0,0.8296,1,0.828,CRITIQUE,36.2,3,20
1,2026-02-25 02:03:31,34.62,0.7147,57.37,0.0,0.0,0.0,0,0.001,FAIBLE,78.6,0,20
5,2026-02-25 02:03:31,77.7,0.7196,37.86,0.1077,0.9576,0.7026,1,0.5584,ÉLEVÉ,60.9,2,20
18,2026-02-25 02:03:31,34.88,2.9571,24.83,0.2163,0.5891,0.4773,1,0.4614,MODÉRÉ,51.0,2,20
21,2026-02-25 02:03:31,187.28,8.3229,88.6,0.4571,1.0,0.8371,1,0.8281,CRITIQUE,36.3,3,20
1,2026-02-25 02:03:36,34.72,0.6954,57.43,0.0,0.0,0.0,0,0.001,FAIBLE,78.3,0,20
5,2026-02-25 02:03:36,77.03,0.6806,35.27,0.0726,0.8845,0.6409,1,0.5605,ÉLEVÉ,60.8,2,20
18,2026-02-25 02:03:36,35.66,2.9732,25.22,0.2021,0.603,0.4828,1,0.462,MODÉRÉ,51.5,2,20
21,2026-02-25 02:03:36,186.49,8.3921,89.9,0.4232,1.0,0.827,1,0.828,CRITIQUE,36.2,3,20
1,2026-02-25 02:03:41,35.48,0.6954,57.65,0.0,0.0,0.0,0,0.001,FAIBLE,78.3,0,20
5,2026-02-25 02:03:41,77.87,0.6597,38.53,0.081,0.9765,0.7078,1,0.5637,ÉLEVÉ,60.9,2,20
18,2026-02-25 02:03:41,35.34,2.9386,24.0,0.2035,0.5968,0.4788,1,0.4624,MODÉRÉ,51.5,2,20
21,2026-02-25 02:03:41,186.59,8.403,86.54,0.4265,1.0,0.8279,1,0.8281,CRITIQUE,36.1,3,20
1,2026-02-25 02:03:46,35.09,0.7142,56.78,0.0,0.0,0.0,0,0.001,FAIBLE,78.3,0,20
5,2026-02-25 02:03:46,76.92,0.6972,34.76,0.0699,0.8704,0.6303,1,0.5654,ÉLEVÉ,60.9,2,20
18,2026-02-25 02:03:46,34.81,2.9595,25.65,0.2,0.6005,0.4804,1,0.4629,MODÉRÉ,51.8,2,20
21,2026-02-25 02:03:46,187.39,8.4055,89.84,0.434,1.0,0.8302,1,0.8282,CRITIQUE,36.1,3,20
1,2026-02-25 02:03:51,35.51,0.7136,57.48,0.0,0.0,0.0,0,0.001,FAIBLE,78.2,0,20
5,2026-02-25 02:03:51,77.8,0.6832,36.31,0.1002,0.9226,0.6759,1,0.5677,ÉLEVÉ,60.9,2,20
18,2026-02-25 02:03:51,35.5,2.9645,23.98,0.2,0.5975,0.4782,1,0.4633,MODÉRÉ,51.9,2,20
21,2026-02-25 02:03:51,188.18,8.477,88.41,0.4427,1.0,0.8328,1,0.8283,CRITIQUE,36.1,3,20
1,2026-02-25 02:03:56,34.78,0.7125,56.6,0.0,0.0,0.0,0,0.001,FAIBLE,77.8,0,20
5,2026-02-25 02:03:56,78.01,0.6721,38.85,0.0894,0.9865,0.7174,1,0.5706,ÉLEVÉ,60.9,2,20
18,2026-02-25 02:03:56,35.72,2.9761,26.16,0.2,0.5933,0.4753,1,0.4638,MODÉRÉ,52.0,2,20
21,2026-02-25 02:03:56,187.59,8.4653,92.06,0.3998,1.0,0.8199,1,0.8281,CRITIQUE,36.0,3,20
1,2026-02-25 02:04:01,34.93,0.7004,57.96,0.0,0.0,0.0,0,0.001,FAIBLE,77.2,0,20
5,2026-02-25 02:04:01,78.55,0.6903,37.63,0.1329,0.967,0.7168,1,0.5737,ÉLEVÉ,60.7,2,20
18,2026-02-25 02:04:01,35.41,2.9853,25.01,0.2,0.6008,0.4806,1,0.4643,MODÉRÉ,52.3,2,20
21,2026-02-25 02:04:01,189.1,8.4831,93.43,0.4547,1.0,0.8364,1,0.8283,CRITIQUE,36.1,3,20
1,2026-02-25 02:04:06,34.68,0.7016,54.71,0.0,0.0,0.0,0,0.001,FAIBLE,77.1,0,20
5,2026-02-25 02:04:06,79.16,0.6861,35.2,0.1119,0.9201,0.6776,1,0.5763,ÉLEVÉ,60.4,2,20
18,2026-02-25 02:04:06,34.65,3.0043,24.49,0.2,0.6024,0.4817,1,0.4649,MODÉRÉ,52.5,2,20
21,2026-02-25 02:04:06,189.4,8.5018,93.84,0.4283,1.0,0.8285,1,0.8283,CRITIQUE,36.1,3,20
1,2026-02-25 02:04:11,35.98,0.6844,59.75,0.0372,0.0,0.0112,0,0.0011,FAIBLE,77.1,0,20
5,2026-02-25 02:04:11,77.98,0.6617,36.4,0.075,0.9279,0.672,1,0.5785,ÉLEVÉ,60.4,2,20
18,2026-02-25 02:04:11,34.57,3.0227,24.58,0.2,0.5985,0.4789,1,0.4653,MODÉRÉ,52.9,2,20
21,2026-02-25 02:04:11,190.01,8.5733,87.52,0.4217,1.0,0.8265,1,0.8282,CRITIQUE,36.1,3,20
1,2026-02-25 02:04:16,35.05,0.6975,58.25,0.0,0.0,0.0,0,0.0011,FAIBLE,76.8,0,20
5,2026-02-25 02:04:16,78.3,0.7151,36.32,0.0738,0.9316,0.6743,1,0.5808,ÉLEVÉ,60.6,2,20
18,2026-02-25 02:04:16,35.68,3.244,24.82,0.2504,0.6231,0.5113,1,0.4659,MODÉRÉ,51.4,2,20
21,2026-02-25 02:04:16,189.81,8.5958,90.55,0.4454,1.0,0.8336,1,0.8283,CRITIQUE,36.0,3,20
1,2026-02-25 02:04:21,35.23,0.712,54.19,0.0,0.0,0.0,0,0.0011,FAIBLE,76.9,0,20
5,2026-02-25 02:04:21,78.82,0.6733,37.26,0.0774,0.963,0.6973,1,0.5834,ÉLEVÉ,60.6,2,20
18,2026-02-25 02:04:21,35.49,3.0148,26.28,0.202,0.6069,0.4854,1,0.4664,MODÉRÉ,51.5,2,20
21,2026-02-25 02:04:21,191.2,8.5818,90.34,0.4649,1.0,0.8395,1,0.8285,CRITIQUE,36.1,3,20
1,2026-02-25 02:04:26,34.82,0.6598,58.53,0.0,0.0,0.0,0,0.0011,FAIBLE,77.5,0,20
5,2026-02-25 02:04:26,79.07,0.6627,37.58,0.105,0.975,0.714,1,0.5864,ÉLEVÉ,60.7,2,20
18,2026-02-25 02:04:26,35.67,3.0379,25.56,0.242,0.5973,0.4907,1,0.4669,MODÉRÉ,51.7,2,20
21,2026-02-25 02:04:26,190.73,8.611,88.32,0.4346,1.0,0.8304,1,0.8285,CRITIQUE,36.1,3,20
1,2026-02-25 02:04:31,35.66,0.7378,58.38,0.0,0.0,0.0,0,0.0011,FAIBLE,77.3,0,20
5,2026-02-25 02:04:31,78.64,0.6613,35.62,0.0579,0.9209,0.662,1,0.5886,ÉLEVÉ,60.8,2,20
18,2026-02-25 02:04:31,34.93,3.0455,26.6,0.2,0.6025,0.4818,1,0.4673,MODÉRÉ,51.7,2,20
21,2026-02-25 02:04:31,191.4,8.6604,90.11,0.4241,1.0,0.8272,1,0.8285,CRITIQUE,36.1,3,20
1,2026-02-25 02:04:36,34.56,0.7145,56.43,0.0,0.0,0.0,0,0.0011,FAIBLE,77.0,0,20
5,2026-02-25 02:04:36,78.78,0.6805,38.12,0.075,0.9827,0.7104,1,0.5911,ÉLEVÉ,60.6,2,20
18,2026-02-25 02:04:36,34.91,3.034,24.68,0.2,0.6131,0.4892,1,0.4678,MODÉRÉ,51.7,2,20
21,2026-02-25 02:04:36,191.01,8.6647,94.37,0.4154,1.0,0.8246,1,0.8284,CRITIQUE,36.2,3,20
1,2026-02-25 02:04:41,35.42,0.7051,59.9,0.0,0.0,0.0,0,0.0011,FAIBLE,76.5,0,20
5,2026-02-25 02:04:41,79.9,0.6695,38.44,0.1221,1.0,0.7366,1,0.5939,ÉLEVÉ,60.6,2,20
18,2026-02-25 02:04:41,34.97,3.0607,24.94,0.2,0.5917,0.4742,1,0.4681,MODÉRÉ,52.0,2,20
21,2026-02-25 02:04:41,191.77,8.703,93.03,0.4223,1.0,0.8267,1,0.8285,CRITIQUE,36.1,3,20
1,2026-02-25 02:04:46,34.93,0.7248,57.42,0.0,0.0,0.0,0,0.0011,FAIBLE,76.6,0,20
5,2026-02-25 02:04:46,78.52,0.6948,40.25,0.0711,1.0,0.7213,1,0.5969,ÉLEVÉ,60.6,2,20
18,2026-02-25 02:04:46,35.63,3.0364,25.1,0.2,0.6129,0.489,1,0.4686,MODÉRÉ,51.7,2,20
21,2026-02-25 02:04:46,192.88,8.7476,93.87,0.4475,1.0,0.8342,1,0.8286,CRITIQUE,36.1,3,20
1,2026-02-25 02:04:51,34.87,0.6627,55.6,0.0,0.0,0.0,0,0.001,FAIBLE,77.4,0,20
5,2026-02-25 02:04:51,78.51,0.6737,36.56,0.0603,0.941,0.6768,1,0.5989,ÉLEVÉ,60.2,2,20
18,2026-02-25 02:04:51,35.17,3.0649,26.15,0.201,0.6077,0.4857,1,0.4691,MODÉRÉ,51.5,2,20
21,2026-02-25 02:04:51,192.44,8.7522,84.69,0.4067,1.0,0.822,1,0.8285,CRITIQUE,36.1,3,20
1,2026-02-25 02:04:56,35.25,0.7045,55.54,0.0,0.0,0.0,0,0.001,FAIBLE,77.1,0,20
5,2026-02-25 02:04:56,79.73,0.7029,37.97,0.096,0.9957,0.7258,1,0.6016,ÉLEVÉ,60.5,2,20
18,2026-02-25 02:04:56,34.1,3.1087,24.26,0.2,0.6022,0.4815,1,0.4696,MODÉRÉ,52.1,2,20
21,2026-02-25 02:04:56,193.44,8.7614,91.01,0.4475,1.0,0.8342,1,0.8285,CRITIQUE,36.1,3,20
1,2026-02-25 02:05:01,35.03,0.7083,58.55,0.0,0.0,0.0,0,0.001,FAIBLE,77.1,0,20
5,2026-02-25 02:05:01,79.71,0.6996,36.86,0.0897,0.9691,0.7053,1,0.604,ÉLEVÉ,60.5,2,20
18,2026-02-25 02:05:01,35.18,3.0899,23.42,0.2,0.6082,0.4857,1,0.4701,MODÉRÉ,52.2,2,20
21,2026-02-25 02:05:01,193.46,8.8095,95.15,0.4277,1.0,0.8283,1,0.8286,CRITIQUE,36.1,3,20
1,2026-02-25 02:05:06,35.74,0.7198,56.55,0.0336,0.0,0.0101,0,0.0011,FAIBLE,76.2,0,20
5,2026-02-25 02:05:06,79.5,0.6719,39.56,0.054,1.0,0.7162,1,0.6064,ÉLEVÉ,60.3,2,20
18,2026-02-25 02:05:06,35.37,3.3218,26.1,0.214,0.6346,0.5085,1,0.4708,MODÉRÉ,51.0,2,20
21,2026-02-25 02:05:06,194.06,8.84,92.6,0.4034,1.0,0.821,1,0.8285,CRITIQUE,36.1,3,20
1,2026-02-25 02:05:11,35.38,0.6976,56.97,0.0,0.0,0.0,0,0.001,FAIBLE,76.3,0,20
5,2026-02-25 02:05:11,80.48,0.674,38.14,0.1035,1.0,0.731,1,0.6091,ÉLEVÉ,60.2,2,20
18,2026-02-25 02:05:11,34.65,3.0803,24.64,0.212,0.6148,0.494,1,0.4713,MODÉRÉ,51.1,2,20
21,2026-02-25 02:05:11,194.52,8.8611,87.37,0.4409,1.0,0.8323,1,0.8287,CRITIQUE,36.2,3,20
1,2026-02-25 02:05:16,34.63,0.7028,53.9,0.0,0.0,0.0,0,0.001,FAIBLE,76.1,0,20
5,2026-02-25 02:05:16,80.76,0.6776,35.54,0.0867,0.9428,0.686,1,0.6114,ÉLEVÉ,60.1,2,20
18,2026-02-25 02:05:16,34.69,3.1579,25.15,0.2,0.6206,0.4944,1,0.4718,MODÉRÉ,51.9,2,20
21,2026-02-25 02:05:16,194.84,8.8632,93.61,0.4475,1.0,0.8342,1,0.8287,CRITIQUE,36.2,3,20
1,2026-02-25 02:05:21,34.96,0.7059,58.35,0.0,0.0,0.0,0,0.001,FAIBLE,75.9,0,20
5,2026-02-25 02:05:21,79.65,0.7099,36.84,0.0819,0.9676,0.7019,1,0.6139,ÉLEVÉ,60.3,2,20
18,2026-02-25 02:05:21,34.6,3.1403,24.23,0.2,0.6135,0.4894,1,0.4723,MODÉRÉ,52.2,2,20
21,2026-02-25 02:05:21,195.36,8.884,92.98,0.4391,1.0,0.8317,1,0.8287,CRITIQUE,36.2,3,20
1,2026-02-25 02:05:26,34.33,0.7099,58.76,0.0,0.0,0.0,0,0.001,FAIBLE,75.9,0,20
5,2026-02-25 02:05:26,80.63,0.6995,36.77,0.0849,0.972,0.7059,1,0.6161,ÉLEVÉ,60.3,2,20
18,2026-02-25 02:05:26,35.06,3.1318,24.71,0.2,0.6072,0.485,1,0.4726,MODÉRÉ,52.3,2,20
21,2026-02-25 02:05:26,194.64,8.9612,93.67,0.3938,1.0,0.8181,1,0.8285,CRITIQUE,36.1,3,20
1,2026-02-25 02:05:31,34.86,0.6978,55.25,0.0,0.0,0.0,0,0.001,FAIBLE,76.0,0,20
5,2026-02-25 02:05:31,81.29,0.674,40.58,0.0984,1.0,0.7295,1,0.6187,ÉLEVÉ,60.2,2,20
18,2026-02-25 02:05:31,35.93,3.1073,24.59,0.2,0.6181,0.4927,1,0.4732,MODÉRÉ,52.2,2,20
21,2026-02-25 02:05:31,195.86,8.9672,92.27,0.4481,1.0,0.8344,1,0.8286,CRITIQUE,36.0,3,20
1,2026-02-25 02:05:36,35.69,0.7081,56.87,0.0,0.0,0.0,0,0.001,FAIBLE,76.0,0,20
5,2026-02-25 02:05:36,80.31,0.7048,36.59,0.0528,0.9677,0.6933,1,0.6206,ÉLEVÉ,60.4,2,20
18,2026-02-25 02:05:36,34.98,3.1372,24.87,0.2,0.6062,0.4843,1,0.4736,MODÉRÉ,52.2,2,20
21,2026-02-25 02:05:36,196.63,9.0,93.8,0.4259,1.0,0.8278,1,0.8286,CRITIQUE,36.0,3,20
1,2026-02-25 02:05:41,35.34,0.7264,55.62,0.0,0.0,0.0,0,0.001,FAIBLE,76.2,0,20
5,2026-02-25 02:05:41,81.58,0.6606,39.36,0.0726,1.0,0.7218,1,0.623,ÉLEVÉ,60.4,2,20
18,2026-02-25 02:05:41,34.01,3.136,25.26,0.2,0.6187,0.4931,1,0.4741,MODÉRÉ,52.2,2,20
21,2026-02-25 02:05:41,196.37,8.9954,96.73,0.4091,1.0,0.8227,1,0.8285,CRITIQUE,36.1,3,20
1,2026-02-25 02:05:46,34.47,0.6749,54.42,0.0,0.0,0.0,0,0.001,FAIBLE,77.0,0,20
5,2026-02-25 02:05:46,81.61,0.6908,38.19,0.1089,1.0,0.7327,1,0.6253,ÉLEVÉ,60.4,2,20
18,2026-02-25 02:05:46,35.24,3.1541,24.6,0.2,0.6188,0.4931,1,0.4746,MODÉRÉ,52.3,2,20
21,2026-02-25 02:05:46,197.39,9.0084,86.88,0.4214,1.0,0.8264,1,0.8285,CRITIQUE,36.2,3,20
1,2026-02-25 02:05:51,35.39,0.7019,56.33,0.0,0.0,0.0,0,0.001,FAIBLE,76.6,0,20
5,2026-02-25 02:05:51,81.22,0.7114,40.15,0.0876,1.0,0.7263,1,0.6276,ÉLEVÉ,60.4,2,20
18,2026-02-25 02:05:51,34.68,3.1779,25.09,0.2,0.6106,0.4874,1,0.475,MODÉRÉ,52.6,2,20
21,2026-02-25 02:05:51,198.22,9.0575,90.07,0.4523,1.0,0.8357,1,0.8285,CRITIQUE,36.2,3,20
1,2026-02-25 02:05:56,34.49,0.6943,57.03,0.0,0.0,0.0,0,0.001,FAIBLE,76.6,0,20
5,2026-02-25 02:05:56,81.26,0.6797,38.74,0.0732,1.0,0.722,1,0.63,ÉLEVÉ,60.3,2,20
18,2026-02-25 02:05:56,34.11,3.391,25.72,0.2038,0.6393,0.5087,1,0.4755,MODÉRÉ,51.5,2,20
21,2026-02-25 02:05:56,198.01,9.0853,93.3,0.4043,1.0,0.8213,1,0.8285,CRITIQUE,36.1,3,20
1,2026-02-25 02:06:01,35.0,0.6856,59.51,0.0,0.0,0.0,0,0.0009,FAIBLE,77.0,0,20
5,2026-02-25 02:06:01,81.79,0.7044,38.39,0.0816,1.0,0.7245,1,0.6321,ÉLEVÉ,60.4,2,20
18,2026-02-25 02:06:01,33.27,3.2132,24.15,0.2,0.611,0.4877,1,0.4757,MODÉRÉ,51.9,2,20
21,2026-02-25 02:06:01,198.55,9.099,94.09,0.4346,1.0,0.8304,1,0.8285,CRITIQUE,36.1,3,20
1,2026-02-25 02:06:06,34.34,0.6721,57.21,0.0,0.0,0.0,0,0.0009,FAIBLE,77.2,0,20
5,2026-02-25 02:06:06,81.96,0.7016,39.22,0.0996,1.0,0.7299,1,0.6343,ÉLEVÉ,60.3,2,20
18,2026-02-25 02:06:06,34.94,3.1884,24.9,0.2,0.6323,0.5026,1,0.4762,MODÉRÉ,52.1,2,20
21,2026-02-25 02:06:06,198.66,9.1295,91.76,0.4178,1.0,0.8253,1,0.8285,CRITIQUE,36.2,3,20
1,2026-02-25 02:06:11,35.06,0.698,56.39,0.0,0.0,0.0,0,0.0009,FAIBLE,77.2,0,20
5,2026-02-25 02:06:11,81.54,0.6879,38.81,0.0828,1.0,0.7248,1,0.6366,ÉLEVÉ,60.2,2,20
18,2026-02-25 02:06:11,36.13,3.1844,24.46,0.2366,0.619,0.5042,1,0.4767,MODÉRÉ,52.1,2,20
21,2026-02-25 02:06:11,199.85,9.1413,95.38,0.4652,1.0,0.8396,1,0.8287,CRITIQUE,36.2,3,20
1,2026-02-25 02:06:16,35.39,0.6764,57.22,0.0,0.0,0.0,0,0.0009,FAIBLE,77.7,0,20
5,2026-02-25 02:06:16,82.49,0.6997,40.66,0.0777,1.0,0.7233,1,0.6386,ÉLEVÉ,60.1,2,20
18,2026-02-25 02:06:16,35.0,3.1974,24.48,0.2,0.6335,0.5035,1,0.4772,MODÉRÉ,52.1,2,20
21,2026-02-25 02:06:16,199.66,9.1482,97.19,0.4367,1.0,0.831,1,0.8287,CRITIQUE,36.2,3,20
1,2026-02-25 02:06:21,34.87,0.7259,54.92,0.0,0.0,0.0,0,0.0009,FAIBLE,77.8,0,20
5,2026-02-25 02:06:21,82.4,0.6974,39.3,0.1164,1.0,0.7349,1,0.6409,ÉLEVÉ,59.8,2,20
18,2026-02-25 02:06:21,34.9,3.2141,23.82,0.2,0.6224,0.4957,1,0.4776,MODÉRÉ,52.2,2,20
21,2026-02-25 02:06:21,199.56,9.2187,91.49,0.4004,1.0,0.8201,1,0.8285,CRITIQUE,36.1,3,20
1,2026-02-25 02:06:26,34.55,0.7382,59.84,0.0,0.0,0.0,0,0.0009,FAIBLE,77.6,0,20
5,2026-02-25 02:06:26,82.21,0.729,40.16,0.111,1.0,0.7333,1,0.6432,ÉLEVÉ,59.3,2,20
18,2026-02-25 02:06:26,34.87,3.2269,24.16,0.2,0.6283,0.4998,1,0.4782,MODÉRÉ,52.2,2,20
21,2026-02-25 02:06:26,200.67,9.2328,94.68,0.4469,1.0,0.8341,1,0.8286,CRITIQUE,36.1,3,20
1,2026-02-25 02:06:31,35.57,0.7179,56.9,0.0,0.0,0.0,0,0.0009,FAIBLE,77.5,0,20
5,2026-02-25 02:06:31,83.03,0.6998,39.56,0.099,1.0,0.7297,1,0.6454,ÉLEVÉ,59.0,2,20
18,2026-02-25 02:06:31,35.12,3.2734,24.52,0.2306,0.6171,0.5011,1,0.4787,MODÉRÉ,52.7,2,20
21,2026-02-25 02:06:31,200.01,9.2616,93.45,0.3971,1.0,0.8191,1,0.8286,CRITIQUE,36.0,3,20
1,2026-02-25 02:06:36,35.12,0.7508,56.53,0.0,0.0,0.0,0,0.0009,FAIBLE,77.2,0,20
5,2026-02-25 02:06:36,82.04,0.6865,37.22,0.0699,0.9827,0.7089,1,0.6472,ÉLEVÉ,59.0,2,20
18,2026-02-25 02:06:36,35.22,3.236,25.53,0.2,0.6315,0.5021,1,0.4792,MODÉRÉ,52.9,2,20
21,2026-02-25 02:06:36,201.93,9.2307,91.58,0.4541,1.0,0.8362,1,0.8288,CRITIQUE,36.1,3,20
1,2026-02-25 02:06:41,35.51,0.7331,59.42,0.0,0.0,0.0,0,0.0008,FAIBLE,77.5,0,20
5,2026-02-25 02:06:41,82.78,0.6807,38.23,0.0984,1.0,0.7295,1,0.6492,ÉLEVÉ,59.1,2,20
18,2026-02-25 02:06:41,35.0,3.2299,25.2,0.2,0.6376,0.5063,1,0.4798,MODÉRÉ,52.8,2,20
21,2026-02-25 02:06:41,201.81,9.3031,91.32,0.4325,1.0,0.8297,1,0.8288,CRITIQUE,36.1,3,20
1,2026-02-25 02:06:46,34.62,0.6955,56.17,0.0,0.0,0.0,0,0.0008,FAIBLE,77.5,0,20
5,2026-02-25 02:06:46,83.14,0.7088,40.25,0.0798,1.0,0.7239,1,0.651,ÉLEVÉ,59.0,2,20
18,2026-02-25 02:06:46,34.95,3.4378,25.1,0.2,0.6468,0.5128,1,0.4803,MODÉRÉ,52.1,2,20
21,2026-02-25 02:06:46,203.18,9.3515,96.18,0.4598,1.0,0.8379,1,0.8289,CRITIQUE,36.0,3,20
1,2026-02-25 02:06:51,36.31,0.7177,56.22,0.0504,0.0,0.0151,0,0.001,FAIBLE,77.5,0,20
5,2026-02-25 02:06:51,82.77,0.7041,40.29,0.0603,1.0,0.7181,1,0.653,ÉLEVÉ,58.6,2,20
18,2026-02-25 02:06:51,34.56,3.2585,24.91,0.2,0.6226,0.4958,1,0.4808,MODÉRÉ,52.1,2,20
21,2026-02-25 02:06:51,202.24,9.3906,91.05,0.422,1.0,0.8266,1,0.8289,CRITIQUE,35.9,3,20
1,2026-02-25 02:06:56,34.54,0.7059,55.91,0.0,0.0,0.0,0,0.001,FAIBLE,77.5,0,20
5,2026-02-25 02:06:56,83.6,0.6762,37.52,0.1185,0.9898,0.7284,1,0.655,ÉLEVÉ,58.7,2,20
18,2026-02-25 02:06:56,35.14,3.2812,24.38,0.2,0.6259,0.4981,1,0.4812,MODÉRÉ,52.5,2,20
21,2026-02-25 02:06:56,201.48,9.4007,94.41,0.3836,1.0,0.8151,1,0.8287,CRITIQUE,36.0,3,20
1,2026-02-25 02:07:01,35.29,0.6962,58.91,0.0,0.0,0.0,0,0.001,FAIBLE,77.6,0,20
5,2026-02-25 02:07:01,83.1,0.7111,40.22,0.0741,1.0,0.7222,1,0.6567,ÉLEVÉ,58.7,2,20
18,2026-02-25 02:07:01,34.66,3.2792,24.84,0.2,0.6339,0.5037,1,0.4818,MODÉRÉ,52.8,2,20
21,2026-02-25 02:07:01,203.14,9.3901,94.21,0.455,1.0,0.8365,1,0.8288,CRITIQUE,36.2,3,20
1,2026-02-25 02:07:06,35.71,0.6808,59.0,0.0,0.0,0.0,0,0.001,FAIBLE,77.7,0,20
5,2026-02-25 02:07:06,84.11,0.7202,39.38,0.0846,1.0,0.7254,1,0.6583,ÉLEVÉ,59.0,2,20
