measurement_id,motor_id,timestamp,temperature,courant,vibration,acceleration,thdi,thdu,vitesse,cosphi,Alert_Status,alert_parameter,alert_code,vib_mean,vib_std,vib_max,vib_energy,vib_energy_mean,vib_kurt,crest_factor,temp_mean,temp_std,temp_trend,courant_mean,courant_std,envelope,envelope_mean,fft_max_amp,fft_dominant_freq,vib_rms,vib_skewness,peak2peak,spectral_entropy,shape_factor,impulse_factor,health_score
2321,1,2025-04-10 16:00:00,41.772,59.7885,0.414491,0.205615,0.0,0.0,1482.03,0.85,ALERT,temperature,ALERT_1_TEMPERATURE,0.6364674,0.1849230715685794,0.937276,0.171802789081,0.4375774665412,0.057152565771691144,1.4169026781131375,36.28255,5.823995312904779,-0.007906466165414109,57.98122500000001,4.450615610390019,0.41454730501203324,0.6567732219003506,1.884738,10.0,0.6614963843750017,-0.20663063324217593,0.741655,1.5822447315268755,1.0393248473302432,1.4726221618379478,72.99226723393869
2341,1,2025-04-10 16:15:00,33.0459,54.5611,1.00871,0.385189,0.0,0.0,1494.22,0.85,ALERT,vibration,ALERT_1_VIBRATION,0.6543251,0.20283429119251128,1.00871,1.0174958641,0.46722599868939996,-0.27431244976002667,1.4757161330279023,36.229905,5.849476881376927,-0.08862458646616564,57.68402999999999,4.471623538445396,1.0149905390068443,0.6689154355790385,2.241892,10.0,0.6835393175885349,-0.0945625508032555,0.813089,1.648539337441197,1.0446478616575874,1.5416037050365274,61.55164273223903
2361,1,2025-04-10 16:30:00,29.7911,56.0019,0.453698,0.260878,0.0,0.0,1485.24,0.85,NORMAL,,,0.65471885,0.20241544703335565,1.00871,0.205841875204,0.46758018508315,-0.2598524010873855,1.475157108491078,35.785315,5.989460198529007,-0.14187601503759462,57.71686,4.455932009946195,0.5913384190431615,0.6761900655165347,2.234017,10.0,0.6837983511848723,-0.09470032494366792,0.813089,1.6504860198312712,1.044415248072447,1.540676579663658,64.42317966108175
2381,1,2025-04-10 16:45:00,36.218,57.9278,0.597501,0.508648,0.0,0.0,1490.54,0.85,ALERT,acceleration,ALERT_1_ACCELERATION,0.6488384999999999,0.20227700045586278,1.00871,0.35700744500099996,0.45986158474999994,-0.25872690792245834,1.4874855647987553,35.64785500000001,5.94396622435638,-0.08545451127819555,57.50087500000001,4.327610729754868,0.6456234883087226,0.6706120442215588,2.1164099999999997,10.0,0.6781309495591541,-0.00804948235653479,0.813089,1.720105656303454,1.04514597779572,1.5546395573711496,65.83670116851566
2401,1,2025-04-11 07:00:00,37.7418,58.6728,0.517921,0.374149,0.0,0.0,1495.66,0.85,NORMAL,,,0.6649535,0.17531072239627932,1.00871,0.26824216224099995,0.47136031408,-0.8841184504560236,1.4692301042904656,35.819725000000005,5.952765405288092,-0.07675345864661709,57.76936499999999,4.21866525427864,0.5691478994796745,0.6889683549089582,1.7941099999999999,10.0,0.6865568542225764,0.6143716283968099,0.594219,1.7150260866252043,1.0324885171520835,1.516963213943587,55.473299829885114
2421,1,2025-04-11 07:15:00,37.1461,52.7975,0.346694,0.278726,0.0,0.0,1499.89,0.85,NORMAL,,,0.64922185,0.18921853141116338,1.00871,0.120196729636,0.4555024805153501,-0.8746529760126065,1.4945861467419357,35.956284999999994,5.950168808421362,-0.07998669172932468,57.899535,4.007502905442682,0.5940096919884712,0.6835947340412721,1.479477,10.0,0.6749092387242526,0.4881909864391224,0.6620159999999999,1.9027197651965193,1.0395664250743966,1.553721579836351,55.770704823067156
2441,1,2025-04-11 07:30:00,38.3533,55.9472,1.03501,0.350787,0.0,0.0,1489.53,0.85,ALERT,vibration,ALERT_1_VIBRATION,0.67099015,0.207385574757256,1.03501,1.0712457001,0.49108611918355,-1.1036473888519136,1.4769497371731957,35.968795,5.955180868655016,-0.011846541353384013,57.504025,3.7719770370840617,1.0635534357159024,0.7067095476581199,1.408513154842156,8.0,0.7007753699892355,0.39482953750098604,0.6883159999999999,2.0285206222092644,1.0443899496063327,1.5425114637785498,47.25519971535453
2461,1,2025-04-11 07:45:00,37.481,62.8403,0.775869,0.246819,0.0,0.0,1497.32,0.85,NORMAL,,,0.6810847,0.20732849257895838,1.03501,0.6019727051610001,0.5047122172173999,-1.1670550565033015,1.456876159396679,35.722645,5.774182596558123,0.11136488721804455,57.85719,3.9291562625688705,0.7789370918107343,0.716865803163333,1.3378357844130198,5.0,0.7104310080629926,0.2576924617096237,0.6883159999999999,2.0942707610751845,1.0430876027899394,1.5196494628059485,46.76167472635226
2481,1,2025-04-11 08:00:00,37.1334,60.1931,0.657585,0.431356,0.0,0.0,1495.33,0.85,NORMAL,,,0.68709335,0.20466986080856509,1.03501,0.43241803222499997,0.5118925359414501,-1.1124549757985402,1.44662227062434,35.86767,5.771220581480597,0.1079962406015034,58.13679499999999,3.883956426049,0.6581639235878587,0.7226752084506404,1.2913250522111677,8.0,0.7154666560654313,0.1960739331473861,0.6883159999999999,2.104971076501461,1.0412946872854125,1.5063600870153087,46.10298912583219
2501,1,2025-04-11 08:15:00,36.0347,51.1793,0.740925,0.392016,0.0,0.0,1496.14,0.85,NORMAL,,,0.69573535,0.20302274469891698,1.03501,0.5489698556249999,0.52320500036145,-1.0824322592398434,1.4308977549237856,36.201344999999996,5.5644535365568455,0.007648646616541507,57.667925000000004,4.134395187725703,0.7494284738969176,0.7312996608548143,1.4063132850262976,8.0,0.7233291093004968,0.08166722441373574,0.6883159999999999,2.0644885236850086,1.0396612853735772,1.487649001178898,43.57708527960892
2521,1,2025-04-11 08:30:00,32.6656,53.3979,0.710319,0.328362,0.0,0.0,1491.06,0.85,NORMAL,,,0.70168875,0.20153794294163266,1.03501,0.504553081761,0.53095376719945,-1.0348175892473324,1.420418081129737,36.137465,5.598967859889797,-0.07851691729323454,57.50441000000001,4.239353029823498,0.7103193282434831,0.7343263395051632,1.2890694038170998,8.0,0.728665744494312,8.079196876300553e-05,0.6883159999999999,2.0927599870172937,1.0384458115594217,1.4750272090367316,43.984256742662794
2541,1,2025-04-11 08:45:00,32.2511,53.0624,0.733822,0.364439,0.0,0.0,1490.15,0.85,NORMAL,,,0.69448225,0.1974386575046793,1.03501,0.538494727684,0.51933851786845,-0.8988973362979018,1.4362144044833185,35.985260000000004,5.664067146531813,-0.14733533834586526,57.413095,4.317607241648038,0.7541804607963403,0.7279829371379296,1.2052908426819355,9.0,0.7206514538030503,0.07429427244003907,0.6883159999999999,2.0853573587193153,1.0376816005957945,1.490333264111022,47.8791860305774
2561,1,2025-04-11 09:00:00,39.1519,57.5038,0.902611,0.319466,0.0,0.0,1488.32,0.85,NORMAL,,,0.71317835,0.19861331616386635,1.03501,0.8147066173210001,0.54609824579845,-0.9163660454923939,1.4005839799532243,36.40083,5.570866705233009,-0.18333067669172962,56.950540000000004,3.7180404979816455,0.9027202391916027,0.7466737316586539,1.3826114016670863,9.0,0.7389846045747165,-0.12410552992750713,0.6883159999999999,1.990963248886329,1.0361848526929227,1.4512639069157611,42.75457897987869
2581,1,2025-04-11 09:15:00,36.2299,49.0752,0.759868,0.363845,0.0,0.0,1500.09,0.85,NORMAL,,,0.7186370999999999,0.198305623140779,1.03501,0.5773993774239999,0.5537981456572,-0.8851773720460865,1.3908131769682326,35.53747,3.855928589519474,0.08416857142857044,56.28458500000001,3.880919679972107,0.7654685058512909,0.7493741932822278,1.3540100493480232,9.0,0.7441761523034718,-0.2070387347824161,0.6883159999999999,1.9752882798123552,1.035538175343207,1.4402401414563206,47.714467344695876
2601,1,2025-04-11 09:30:00,38.389,65.218,0.68702,0.345962,0.0,0.0,1495.34,0.85,ALERT,courant,ALERT_1_COURANT,0.7066197,0.19217864188769793,1.03501,0.4719964804,0.5343973993059999,-0.730812591024034,1.4158341303237703,35.734285,3.8978759058147996,0.10777676691729268,56.69159,4.365129208662195,0.6975835677191522,0.7365216567795713,1.395773911764719,9.0,0.7310248965021643,-0.10417238391840973,0.6883159999999999,1.9930813425498979,1.0345379494339408,1.464734139927412,50.52882215759721
2621,1,2025-04-11 09:45:00,38.2029,56.1966,0.624015,0.36981,0.0,0.0,1494.47,0.85,NORMAL,,,0.69095665,0.18502269598826473,1.03501,0.389394720225,0.50994282030845,-0.5236089091424514,1.4493851404053166,35.723415,3.8902869280291785,0.18545345864661628,56.318165,4.044873011639493,0.6240485687742737,0.7198755656602435,1.253483753798037,9.0,0.7141028079404603,0.03506107329101335,0.6883159999999999,2.0826962486208958,1.0334987106744855,1.4979376759773024,55.711989028041586
2641,1,2025-04-11 10:00:00,35.42,61.5632,0.663183,0.337208,0.0,0.0,1493.29,0.85,NORMAL,,,0.69804255,0.18085677951336185,1.03501,0.43981169148899996,0.51833711757165,-0.33358710205828324,1.4376010807468886,35.65557,3.882772248915372,0.1977529323308264,56.54377999999999,4.210353185160305,0.6685112004973723,0.7271973388313313,1.2411827850214832,8.0,0.7199563303226454,-0.03886747553685291,0.6883159999999999,2.0443623083115083,1.0313931855461422,1.4827319602755848,58.1478585012046
2661,1,2025-04-11 10:15:00,45.4363,52.2154,0.481746,0.300294,0.0,0.0,1492.53,0.85,ALERT,temperature,ALERT_1_TEMPERATURE,0.6821711,0.18538618097306767,1.03501,0.232079208516,0.49800704396620005,-0.48644313292742414,1.4666510667062662,36.342545,4.334649945251452,0.2749707518796987,56.47083,4.274831500046468,0.48969790608455804,0.711635134910694,1.399201212042342,8.0,0.70569614138537,0.1335712879593916,0.6883159999999999,1.973436905275436,1.034485542338109,1.5172293263123733,53.47077499836692
2681,1,2025-04-11 10:30:00,31.1465,56.1209,0.846222,0.375632,0.0,0.0,1498.75,0.85,NORMAL,,,0.69145515,0.18886275310485331,1.03501,0.716091673284,0.51199590699635,-0.6523031568091997,1.4464762280324235,36.645965000000004,3.6653749816463455,0.02288187969924675,56.30029999999999,4.213903324022822,0.8640394655546927,0.7217552853161836,1.4104103775013046,8.0,0.7155388927209687,0.010368762983085667,0.6883159999999999,1.9292244679995652,1.0348305189225044,1.4968577477557905,48.0985319326574
2701,1,2025-04-11 10:45:00,38.6834,57.0768,0.724987,0.254865,0.0,0.0,1497.47,0.85,NORMAL,,,0.68410985,0.18427684397845698,1.03501,0.525606150169,0.5002663443323501,-0.45697173659383195,1.4633354779016225,36.614695,3.6440679715878836,0.09403285714285677,56.566985,4.076860930496073,0.754793924966654,0.7155551717764871,1.345893459814225,8.0,0.7072950899959295,0.08354910337545166,0.6883159999999999,1.8817504723349572,1.033891105298423,1.5129295368091402,52.07338604119505
2721,1,2025-04-11 11:00:00,37.3808,66.4003,0.493833,0.279586,0.0,0.0,1496.6,0.85,ALERT,courant,ALERT_1_COURANT,0.68807695,0.17894388226906147,1.03501,0.24387103188900003,0.5038697564727499,-0.37079565608576415,1.458093585481448,36.395134999999996,3.443761609096871,0.1864083458646607,56.897574999999996,4.5878858559511775,0.49387236987184485,0.7195214250194776,1.310153388177349,7.0,0.7098378381523134,0.1427813321111093,0.6883159999999999,1.8824956210295518,1.0316256591950765,1.5042067584094965,54.387983580270046
2741,1,2025-04-11 11:15:00,36.3358,53.1078,0.550818,0.0766057,0.0,0.0,1494.42,0.85,NORMAL,,,0.66518235,0.16446861153880601,1.03501,0.30340046912400004,0.46816498672395,-0.10683800925661169,1.5126730865634739,36.55963,3.3527314853320482,0.13267804511278086,56.82491,4.638074186318014,0.5562785893991129,0.696585827539091,1.1267616993634204,1.0,0.68422583020809,0.18378861677839398,0.6883159999999999,2.0886710854117583,1.0286289604338736,1.5559793467821577,60.08624001642492
2761,1,2025-04-11 11:30:00,35.1564,62.4446,0.68111,0.209911,0.0,0.0,1488.31,0.85,NORMAL,,,0.67655295,0.15675841424590947,1.03501,0.4639108321,0.48106843456875004,0.2528751442801225,1.4922483744794612,36.827895,2.976151645378555,0.005760375939849204,57.147045000000006,4.798854370244611,0.7026050955049647,0.7021491613621812,0.9256946368824873,5.0,0.6935909706511107,0.12124219785702194,0.6883159999999999,2.132862406979226,1.0251835715533089,1.529828520399137,55.511822918131
2781,1,2025-04-11 11:45:00,37.0523,56.899,0.623101,0.31598,0.0,0.0,1489.14,0.85,NORMAL,,,0.6778329500000001,0.15618240693108457,1.03501,0.38825485620100003,0.48263080512875006,0.2943905193183949,1.4898310662630458,36.86961,2.9729984560868417,-0.000663759398497839,57.095605,4.795557640311777,0.6337309434718523,0.7015545341203376,0.9418409857045934,5.0,0.6947163486839432,0.10220009624879572,0.6883159999999999,2.122647450636962,1.0249079034281754,1.5269396367837536,54.59581199683341
2801,1,2025-04-11 12:00:00,36.2205,59.4983,0.358837,0.384465,0.0,0.0,1488.19,0.85,NORMAL,,,0.66987875,0.1683334940045396,1.03501,0.128763992569,0.47565689664515,0.07831117803166965,1.5007130053449846,36.793545,2.9689674555439227,0.0038346616541339736,57.136880000000005,4.813366341608162,0.4666869998785098,0.6964314891402794,1.0690650819632077,5.0,0.68967883586866,-0.09400066458469593,0.6883159999999999,2.0824507998827606,1.0295577144955,1.5450706541369306,58.470518565352364
2821,1,2025-04-11 12:15:00,33.6981,58.3419,0.850437,0.18399,0.0,0.0,1490.41,0.85,NORMAL,,,0.6950659,0.15455405924955784,1.03501,0.723243090969,0.5058092147118,0.2392909189658461,1.45529546758064,36.621145,3.046513423998862,-0.034819323308271206,57.4141,4.708817323188266,0.9089563887603995,0.7121788239788758,1.1118609471091738,6.0,0.711202653757563,-0.047890164831285435,0.6761729999999999,1.8342574509983045,1.0232161478995687,1.4890818244873159,54.98217672255829
2841,1,2025-04-11 12:30:00,36.0975,53.2925,0.771595,0.282832,0.0,0.0,1490.54,0.85,NORMAL,,,0.6818951500000001,0.13390442905503655,0.902611,0.5953588440250001,0.48201487190805004,0.13271880565765581,1.3000809728360265,36.508355,3.0206573724195596,-0.014950150375940038,57.28136500000001,4.789075674059498,0.7942382451583426,0.6987130644509979,0.9752611523498461,6.0,0.6942729088103972,-0.6433183904210821,0.543774,1.8214326545264738,1.018151995643678,1.3236800388979448,70.1298600745317
2861,1,2025-04-11 12:45:00,34.6033,61.3564,0.964957,0.349352,0.0,0.0,1486.53,0.85,NORMAL,,,0.69134955,0.14693047749924218,0.964957,0.9311420118489999,0.49847333724245,-0.028574464011624556,1.3667434260317421,36.36447,3.0403617051265477,-0.0268076691729334,57.20717,4.709250272110036,0.966912252303836,0.708111822475653,0.9316211684139415,1.0,0.7060264423110866,-0.31331415310293265,0.60612,2.007138563365998,1.021229335131349,1.3957584822384588,65.56966346453144
2881,1,2025-04-11 13:00:00,32.922,54.5131,0.735645,0.15282,0.0,0.0,1496.97,0.85,NORMAL,,,0.69525255,0.14702311186357758,0.964957,0.541173566025,0.5039111139324499,0.0025364919133346042,1.359349061917406,36.1539,3.1288533171115596,-0.06384481203007507,56.923170000000006,4.69093661157231,0.7384380929848993,0.712125530945505,0.9960595141233216,1.0,0.7098669691797541,-0.3923211810878059,0.60612,2.0019899754129065,1.0210203014123915,1.3879229908787492,66.35937841344612
2901,1,2025-04-11 13:15:00,29.6099,70.3517,0.69167,0.220144,0.0,0.0,1502.5,0.85,ALERT,courant,ALERT_1_COURANT,0.6927898,0.1466298009925535,0.964957,0.4784073889,0.5003829905962001,0.00876939494848461,1.364132924504063,35.832660000000004,3.454596961243322,-0.15921263157894766,57.88179,5.365813662133342,0.713615638443197,0.710334889172819,0.9485855017464909,1.0,0.7073775445942571,-0.3454181243845992,0.60612,2.0232168209708368,1.021056521867384,1.3928568212279442,68.61794378492078
2921,1,2025-04-11 13:30:00,41.9713,53.1068,0.241476,0.168044,0.0,0.0,1498.13,0.85,ALERT,temperature,ALERT_1_TEMPERATURE,0.66934765,0.17783668698652927,0.964957,0.058310658576,0.47807086943695004,0.21709704310482536,1.3956027598461325,36.297945,3.6279136567040857,-0.12152398496240685,57.867234999999994,5.3789951707177845,0.33521416670749965,0.6915796310960197,1.2387073305138487,3.0,0.6914266912963007,-0.6680530629301545,0.7234809999999999,1.866788528114845,1.0329859083890336,1.4416379867149187,65.22060976255547
2941,1,2025-04-11 13:45:00,38.6629,61.0759,1.05719,0.38149,0.0,0.0,1491.38,0.85,ALERT,vibration,ALERT_1_VIBRATION,0.68551605,0.1976078334536882,1.05719,1.1176506961000001,0.50702866785775,0.0011971618274384532,1.484693434897678,36.618534999999994,3.5335526423245707,-0.15163646616541437,58.26791000000001,5.300131450594307,1.1184843177984936,0.7097948239461275,1.206942712795651,3.0,0.7120594552828787,-0.3329703891499854,0.815714,2.0670169019647755,1.0387203249933512,1.5421812493782148,55.040864938629994
2961,1,2025-04-11 14:00:00,24.956,58.6597,0.46602,0.339895,0.0,0.0,1494.58,0.85,NORMAL,,,0.6636865000000001,0.1964749849604539,1.05719,0.21717464039999998,0.4771520690117,-0.06880927703105888,1.5304693625658057,35.90874,4.33319194861928,-0.2782436090225571,58.32570499999999,5.297662367048018,0.4842106092280905,0.6888693424479518,1.383848,10.0,0.690761948149795,-0.14344297337933398,0.815714,2.1333549712818387,1.0407955369123816,1.5929056842456406,61.55945358479528
2981,1,2025-04-11 14:15:00,31.0817,58.7825,0.861976,0.201826,0.0,0.0,1492.02,0.85,NORMAL,,,0.6687919,0.2003933654319609,1.05719,0.743002624576,0.4854322313693,-0.22787021320745726,1.5173603850139306,35.651329999999994,4.464046253191334,-0.34213037593985113,58.811069999999994,4.829539259935993,1.0917571867116171,0.7051837764909681,1.485956,10.0,0.6967296687879023,-0.16728067091943175,0.815714,2.099916511350678,1.041773484018166,1.580745817075916,60.19842561661725
3001,1,2025-04-11 14:30:00,32.5555,64.6564,1.13219,0.286317,0.0,0.0,1496.5,0.85,ALERT,courant,ALERT_1_COURANT,0.6910504000000001,0.22565568045176132,1.13219,1.2818541961,0.5259251171543,-0.3707369338074531,1.561195741236671,35.359655000000004,4.466332006830308,-0.34313015037593986,58.782990000000005,4.79181264932285,1.1484434019620378,0.7277267682031124,1.3911388360553798,9.0,0.7252069478116574,0.045812624104099406,0.890714,2.176078197925591,1.0494269980340514,1.6383609623287085,50.179268256650076
3021,1,2025-04-11 14:45:00,27.7141,63.4393,0.625343,0.266187,0.0,0.0,1489.77,0.85,NORMAL,,,0.6911168,0.22563511131041464,1.13219,0.39105386764899996,0.5260080745254999,-0.36986615278918356,1.5610726273459163,34.835215,4.723313027534695,-0.4074590225563918,59.14512500000001,4.859266109184426,0.626011661919169,0.7278249228603572,1.3903485522291912,9.0,0.7252641412102903,0.04500187933101712,0.890714,2.1763462401690514,1.049408927927785,1.6382035545392566,53.35518958732773
3041,1,2025-04-11 15:00:00,30.1321,51.1552,0.75378,0.235558,0.0,0.0,1486.45,0.85,NORMAL,,,0.69564665,0.22595398393857366,1.13219,0.5681842884,0.53242670437105,-0.38561792951636376,1.551634399180325,34.57082,4.8355223745026565,-0.46541293233082787,58.624725,5.136107305801786,0.7566730629113888,0.7322330159810579,1.4650475323351744,9.0,0.7296757529005948,-0.0156487036883393,0.890714,2.162129631654695,1.0489172223451053,1.6275360463138346,54.22336584931963
3061,1,2025-04-11 15:15:00,42.5972,62.0877,0.800214,0.14283,0.0,0.0,1491.6,0.85,ALERT,temperature,ALERT_1_TEMPERATURE,0.71157005,0.22125938618935953,1.13219,0.640342445796,0.55283986623505,-0.18056941655374015,1.5227185467712232,34.428865,4.5319006811102325,-0.17919015037594035,59.11834,4.959053392310814,0.817552689182266,0.7486257551359434,1.4067076100802065,7.0,0.7435320209883701,-0.18409051013212685,0.890714,2.1979604494751643,1.0449175312303443,1.591115306790786,56.3895245293225
3081,1,2025-04-11 15:30:00,39.1952,60.2943,0.728905,0.264767,0.0,0.0,1503.35,0.85,NORMAL,,,0.7057042,0.21904575254945696,1.13219,0.531302499025,0.5436004075220999,-0.09046417227159687,1.5356046808770618,34.8313,4.582169692003539,-0.16292646616541406,59.32701000000001,4.913886726186246,0.7293319755291875,0.7418903806346682,1.5219659931055185,7.0,0.7372926200106034,-0.11979986937257764,0.890714,2.135080464457153,1.044761557272639,1.604340739924262,56.02774739696478
3101,1,2025-04-11 15:45:00,32.6341,49.3924,0.924739,0.347638,0.0,0.0,1498.21,0.85,NORMAL,,,0.7156918,0.2244583148087859,1.13219,0.855142218121,0.5600772109197,-0.28718827917036327,1.5128482357596182,34.528835,4.513655389601533,-0.13349240601503762,58.94279,5.377633519045141,0.9942969642426557,0.7538655325984682,1.6185422068105964,7.0,0.7483830642924116,-0.1982488362164362,0.890714,2.055109782535938,1.0456778507826048,1.5819518938431993,53.621510811670305
3121,1,2025-04-11 16:00:00,34.305,56.5318,1.06858,0.343057,0.0,0.0,1493.27,0.85,ALERT,vibration,ALERT_1_VIBRATION,0.74442915,0.23124846690934778,1.13219,1.1418632164000002,0.60497682014525,-0.2699472236054281,1.455626477496367,34.375045,4.463489224041164,-0.09165902255639208,58.449365,5.1030896513546695,1.097716820031753,0.7840577551064636,1.9092542527145135,7.0,0.7778025585874927,-0.326284313026281,0.890714,1.7302146245435068,1.044830871470659,1.520883482973654,50.69896191468161
3141,1,2025-04-11 16:15:00,35.4195,49.7601,0.610413,0.226685,0.0,0.0,1489.6,0.85,NORMAL,,,0.7474089,0.22899536749690405,1.13219,0.372604030569,0.6084369982175,-0.1648692623576733,1.4514815058544155,34.329229999999995,4.446976091458106,-0.04577894736842096,58.28198,5.33705818155125,0.6141286977580045,0.7869502605244083,1.8497028330822185,7.0,0.7800237164455321,-0.3542514889253401,0.890714,1.7456585804427212,1.0436371782593101,1.5148200650074946,52.167739682039915
3161,1,2025-04-11 16:30:00,27.4029,57.0874,0.985925,0.257268,0.0,0.0,1500.27,0.85,NORMAL,,,0.76264965,0.23442959497161464,1.13219,0.9720481056250001,0.63384386189375,-0.2603892984768663,1.4220935597682094,33.941555,4.70173724751932,-0.13166593984962477,58.014120000000005,5.250885875896009,0.9888485473087781,0.801262433114599,2.0349889847469282,7.0,0.7961431164644646,-0.4724887835469874,0.890714,1.633122545921252,1.0439172369915168,1.4845479815213345,50.665070284981404
3181,1,2025-04-11 16:45:00,35.7251,62.783,0.526964,0.0502457,0.0,0.0,1494.77,0.85,NORMAL,,,0.7578427999999999,0.23839366477952084,1.13219,0.27769105729599997,0.6283156719484999,-0.42972544699418114,1.4283359526282835,33.875195,4.664742081601988,-0.05706969924812142,58.308319999999995,5.3490377796385,0.5269874816439779,0.7959252600232052,2.0154187739614486,7.0,0.7926636562556024,-0.42858604036236353,0.890714,1.6431360483647317,1.0459473326257835,1.4939641816297997,49.15787177121591
3201,1,2025-04-12 07:00:00,32.9367,52.7999,0.991988,0.314053,0.0,0.0,1496.75,0.85,NORMAL,,,0.78950035,0.22423831138258507,1.13219,0.984040192144,0.6710794819272501,0.007525936461972638,1.382077299761209,33.71100499999999,4.635547462527175,-0.03344563909774494,57.97339999999999,5.478739331365623,1.0220199009570374,0.8236919050771316,1.719693535927625,9.0,0.8191944103369175,-0.5868585943277602,0.890714,1.8060148618185874,1.0376112047313297,1.434058893787623,57.05425010460888
3221,1,2025-04-12 07:15:00,24.4778,60.5596,0.962115,0.264249,0.0,0.0,1490.21,0.85,NORMAL,,,0.79508425,0.22720643625517375,1.13219,0.9256652732250001,0.68120059104005,-0.06997402852838741,1.3717715960765786,33.24999,5.074595740694397,-0.1655523308270681,58.084285,5.508948878083921,0.9892673067531633,0.8277074509767697,1.7027214065100924,9.0,0.8253487693333347,-0.617181884173886,0.890714,1.814801956951652,1.038064542588122,1.4239874561419277,60.3458480447638
3241,1,2025-04-12 07:30:00,28.4341,49.766,0.603753,0.158746,0.0,0.0,1496.76,0.85,NORMAL,,,0.7866921499999999,0.23118457929275002,1.13219,0.364517685009,0.6696585330892499,-0.3240199958212515,1.383542838060225,32.866820000000004,5.137206977234556,-0.18939007518796994,57.90796,5.722681966148758,0.6283070387590288,0.8194108906568041,1.7428668606847153,9.0,0.8183266664903753,-0.5046377411396613,0.890714,1.8608598552206252,1.0402120644653228,1.4391779536135225,56.150685666731725
3261,1,2025-04-12 07:45:00,46.0717,58.189,0.617697,0.339325,0.0,0.0,1497.52,0.85,ALERT,temperature,ALERT_1_TEMPERATURE,0.7693291500000001,0.23012941587295827,1.13219,0.38154958380900006,0.64217891168725,-0.4151850010031479,1.4128345092508185,33.44024,5.921434295079815,0.026669172932330672,57.74958999999999,5.665771247439824,0.6540777768123813,0.8037691668822313,1.833897977321471,7.0,0.8013606626777047,-0.32540414574080234,0.890714,1.8463006769673742,1.0416356401366944,1.4716587802871386,51.762966395850604
3281,1,2025-04-12 08:00:00,32.8003,60.7524,1.06969,0.22763,0.0,0.0,1497.28,0.85,ALERT,vibration,ALERT_1_VIBRATION,0.7860313999999999,0.23948784477459178,1.13219,1.1442366961000001,0.6723320681910001,-0.5761819874905854,1.3807892620591606,33.434155,5.922057377517149,0.009344436090224449,58.061555,5.649936515197596,1.0744173000702653,0.8205681272364995,2.167681726690568,7.0,0.8199585771189909,-0.3970760258334281,0.890714,1.7773075876275204,1.0431626218441508,1.4403877485805432,51.38670780279739
3301,1,2025-04-12 08:15:00,40.0891,60.3732,0.839652,0.402528,0.0,0.0,1494.93,0.85,ALERT,temperature,ALERT_1_TEMPERATURE,0.7934305,0.23870376812440453,1.13219,0.7050154811039999,0.6836624728012,-0.4888100437664016,1.3692994805402163,33.958115,6.02851641470725,0.044032105263156616,57.56263,4.89807365605146,0.8707754774967026,0.828426119189175,2.0887250514607922,7.0,0.8268388433069651,-0.49249286610327936,0.890714,1.756718205312571,1.0421061986712874,1.4269554782341296,50.17137115708266
3321,1,2025-04-12 08:30:00,27.6684,62.5925,0.775764,0.383387,0.0,0.0,1497.39,0.85,NORMAL,,,0.8201449000000001,0.200525026817602,1.13219,0.601809783696,0.7108374290571999,-1.1861218309392882,1.3428706145108338,33.24297,5.87428798194659,0.08070300751879628,58.036915,4.903154898771006,0.7771916060631832,0.8505249911569592,1.9390345743994877,7.0,0.8431117535992485,-0.11726277931086504,0.66617,1.5522885197405585,1.0280034083870364,1.3804755703772886,46.61914404027969
3341,1,2025-04-12 08:45:00,29.9921,59.1123,0.819061,0.433799,0.0,0.0,1504.19,0.85,NORMAL,,,0.8082384499999999,0.19262329825703436,1.13219,0.6708609217210001,0.6884979403382501,-1.0316373108614214,1.3644825672830132,32.80943,5.772308224445403,0.11983984962405915,57.938734999999994,4.858556576237434,0.8488118777241338,0.8370413691532411,1.7306373285689483,7.0,0.8297577600349695,-0.042420607085162924,0.66617,1.6807988658789654,1.0266249508524923,1.4008118502642237,47.68199153657238
3361,1,2025-04-12 09:00:00,44.2662,49.3585,0.514883,0.312024,0.0,0.0,1498.3,0.85,ALERT,temperature,ALERT_1_TEMPERATURE,0.8106816,0.18831601917532695,1.13219,0.26510450368899996,0.6908944335027,-1.1261424963469293,1.362114033440626,33.77494,6.000036523520415,0.15950646616541322,57.473675,5.217787866305339,0.5422354984200909,0.8399426136128412,1.6858385004513852,7.0,0.8312005976313419,0.03460344853187392,0.617307,1.6887543813142942,1.0253107960092238,1.396590225562551,43.19072239966965
3381,1,2025-04-12 09:15:00,41.2128,51.527,0.626904,0.454283,0.0,0.0,1491.25,0.85,ALERT,temperature,ALERT_1_TEMPERATURE,0.798928,0.19224103387674552,1.13219,0.393008625216,0.6733947335346999,-1.2088419974296374,1.3796993394914787,34.281495,6.185486355849046,0.22323676691729302,57.1109,5.371948097096139,0.6413156285558307,0.8174205357050518,1.6524740155123234,7.0,0.8206063206767907,0.17275631906714609,0.617307,1.7584342996857798,1.0271342594697601,1.4171364610864354,37.86404453605472
